prv_code,city_code,area_code,dept_code,li_code,tbox_no,cand_no,ticket_num,ticket_percent,is_victor,ris_prv_code,ris_city_code,ris_area_code,ris_dept_code,area_name,cand_id,cand_name,cand_sex,cand_birthyear,cand_edu,party_code,party_name,is_current,is_vice,election_year,data_level
63,000,00,000,0000,0000,1,70769,4.34, ,63,000,00,000,臺北市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
63,000,00,000,0000,0000,1,70769,4.34, ,63,000,00,000,臺北市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
63,000,00,000,0000,0000,2,685830,42.01, ,63,000,00,000,臺北市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
63,000,00,000,0000,0000,2,685830,42.01, ,63,000,00,000,臺北市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
63,000,00,000,0000,0000,3,875854,53.65,*,63,000,00,000,臺北市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
63,000,00,000,0000,0000,3,875854,53.65, ,63,000,00,000,臺北市,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
65,000,00,000,0000,0000,1,112620,4.57, ,65,000,00,000,新北市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
65,000,00,000,0000,0000,1,112620,4.57, ,65,000,00,000,新北市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
65,000,00,000,0000,0000,2,959631,38.91, ,65,000,00,000,新北市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
65,000,00,000,0000,0000,2,959631,38.91, ,65,000,00,000,新北市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
65,000,00,000,0000,0000,3,1393936,56.52,*,65,000,00,000,新北市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
65,000,00,000,0000,0000,3,1393936,56.52, ,65,000,00,000,新北市,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
68,000,00,000,0000,0000,1,63132,4.82, ,68,000,00,000,桃園市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
68,000,00,000,0000,0000,1,63132,4.82, ,68,000,00,000,桃園市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
68,000,00,000,0000,0000,2,529749,40.4, ,68,000,00,000,桃園市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
68,000,00,000,0000,0000,2,529749,40.4, ,68,000,00,000,桃園市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
68,000,00,000,0000,0000,3,718260,54.78,*,68,000,00,000,桃園市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
68,000,00,000,0000,0000,3,718260,54.78, ,68,000,00,000,桃園市,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
66,000,00,000,0000,0000,1,84800,4.99, ,66,000,00,000,臺中市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
66,000,00,000,0000,0000,1,84800,4.99, ,66,000,00,000,臺中市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
66,000,00,000,0000,0000,2,646366,38.06, ,66,000,00,000,臺中市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
66,000,00,000,0000,0000,2,646366,38.06, ,66,000,00,000,臺中市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
66,000,00,000,0000,0000,3,967304,56.95,*,66,000,00,000,臺中市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
66,000,00,000,0000,0000,3,967304,56.95, ,66,000,00,000,臺中市,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
67,000,00,000,0000,0000,1,41075,3.52, ,67,000,00,000,臺南市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
67,000,00,000,0000,0000,1,41075,3.52, ,67,000,00,000,臺南市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
67,000,00,000,0000,0000,2,339702,29.1, ,67,000,00,000,臺南市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
67,000,00,000,0000,0000,2,339702,29.1, ,67,000,00,000,臺南市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
67,000,00,000,0000,0000,3,786471,67.38,*,67,000,00,000,臺南市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
67,000,00,000,0000,0000,3,786471,67.38, ,67,000,00,000,臺南市,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
64,000,00,000,0000,0000,1,55309,3.14, ,64,000,00,000,高雄市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
64,000,00,000,0000,0000,1,55309,3.14, ,64,000,00,000,高雄市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
64,000,00,000,0000,0000,2,610896,34.63, ,64,000,00,000,高雄市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
64,000,00,000,0000,0000,2,610896,34.63, ,64,000,00,000,高雄市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
64,000,00,000,0000,0000,3,1097621,62.23,*,64,000,00,000,高雄市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
64,000,00,000,0000,0000,3,1097621,62.23, ,64,000,00,000,高雄市,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,002,00,000,0000,0000,1,10739,3.91, ,10,002,00,000,宜蘭縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,002,00,000,0000,0000,1,10739,3.91, ,10,002,00,000,宜蘭縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,002,00,000,0000,0000,2,90010,32.8, ,10,002,00,000,宜蘭縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,002,00,000,0000,0000,2,90010,32.8, ,10,002,00,000,宜蘭縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,002,00,000,0000,0000,3,173657,63.28,*,10,002,00,000,宜蘭縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,002,00,000,0000,0000,3,173657,63.28, ,10,002,00,000,宜蘭縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,004,00,000,0000,0000,1,18435,5.67, ,10,004,00,000,新竹縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,004,00,000,0000,0000,1,18435,5.67, ,10,004,00,000,新竹縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,004,00,000,0000,0000,2,154224,47.45, ,10,004,00,000,新竹縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,004,00,000,0000,0000,2,154224,47.45, ,10,004,00,000,新竹縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,004,00,000,0000,0000,3,152380,46.88,*,10,004,00,000,新竹縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,004,00,000,0000,0000,3,152380,46.88, ,10,004,00,000,新竹縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,005,00,000,0000,0000,1,15222,4.66, ,10,005,00,000,苗栗縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,005,00,000,0000,0000,1,15222,4.66, ,10,005,00,000,苗栗縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,005,00,000,0000,0000,2,164345,50.32, ,10,005,00,000,苗栗縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,005,00,000,0000,0000,2,164345,50.32, ,10,005,00,000,苗栗縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,005,00,000,0000,0000,3,147034,45.02,*,10,005,00,000,苗栗縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,005,00,000,0000,0000,3,147034,45.02, ,10,005,00,000,苗栗縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,007,00,000,0000,0000,1,35060,4.59, ,10,007,00,000,彰化縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,007,00,000,0000,0000,1,35060,4.59, ,10,007,00,000,彰化縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,007,00,000,0000,0000,2,291835,38.24, ,10,007,00,000,彰化縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,007,00,000,0000,0000,2,291835,38.24, ,10,007,00,000,彰化縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,007,00,000,0000,0000,3,436336,57.17,*,10,007,00,000,彰化縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,007,00,000,0000,0000,3,436336,57.17, ,10,007,00,000,彰化縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,008,00,000,0000,0000,1,13315,4.45, ,10,008,00,000,南投縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,008,00,000,0000,0000,1,13315,4.45, ,10,008,00,000,南投縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,008,00,000,0000,0000,2,133791,44.72, ,10,008,00,000,南投縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,008,00,000,0000,0000,2,133791,44.72, ,10,008,00,000,南投縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,008,00,000,0000,0000,3,152046,50.83,*,10,008,00,000,南投縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,008,00,000,0000,0000,3,152046,50.83, ,10,008,00,000,南投縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,009,00,000,0000,0000,1,15331,3.83, ,10,009,00,000,雲林縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,009,00,000,0000,0000,1,15331,3.83, ,10,009,00,000,雲林縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,009,00,000,0000,0000,2,138341,34.6, ,10,009,00,000,雲林縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,009,00,000,0000,0000,2,138341,34.6, ,10,009,00,000,雲林縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,009,00,000,0000,0000,3,246116,61.56,*,10,009,00,000,雲林縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,009,00,000,0000,0000,3,246116,61.56, ,10,009,00,000,雲林縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,010,00,000,0000,0000,1,11138,3.62, ,10,010,00,000,嘉義縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,010,00,000,0000,0000,1,11138,3.62, ,10,010,00,000,嘉義縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,010,00,000,0000,0000,2,98810,32.16, ,10,010,00,000,嘉義縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,010,00,000,0000,0000,2,98810,32.16, ,10,010,00,000,嘉義縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,010,00,000,0000,0000,3,197342,64.22,*,10,010,00,000,嘉義縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,010,00,000,0000,0000,3,197342,64.22, ,10,010,00,000,嘉義縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,013,00,000,0000,0000,1,14021,2.74, ,10,013,00,000,屏東縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,013,00,000,0000,0000,1,14021,2.74, ,10,013,00,000,屏東縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,013,00,000,0000,0000,2,179353,35.1, ,10,013,00,000,屏東縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,013,00,000,0000,0000,2,179353,35.1, ,10,013,00,000,屏東縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,013,00,000,0000,0000,3,317676,62.16,*,10,013,00,000,屏東縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,013,00,000,0000,0000,3,317676,62.16, ,10,013,00,000,屏東縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,014,00,000,0000,0000,1,4163,3.6, ,10,014,00,000,臺東縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,014,00,000,0000,0000,1,4163,3.6, ,10,014,00,000,臺東縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,014,00,000,0000,0000,2,67413,58.28, ,10,014,00,000,臺東縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,014,00,000,0000,0000,2,67413,58.28, ,10,014,00,000,臺東縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,014,00,000,0000,0000,3,44092,38.12,*,10,014,00,000,臺東縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,014,00,000,0000,0000,3,44092,38.12, ,10,014,00,000,臺東縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,015,00,000,0000,0000,1,6869,3.71, ,10,015,00,000,花蓮縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,015,00,000,0000,0000,1,6869,3.71, ,10,015,00,000,花蓮縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,015,00,000,0000,0000,2,111834,60.38, ,10,015,00,000,花蓮縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,015,00,000,0000,0000,2,111834,60.38, ,10,015,00,000,花蓮縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,015,00,000,0000,0000,3,66509,35.91,*,10,015,00,000,花蓮縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,015,00,000,0000,0000,3,66509,35.91, ,10,015,00,000,花蓮縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,016,00,000,0000,0000,1,2583,5.07, ,10,016,00,000,澎湖縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,016,00,000,0000,0000,1,2583,5.07, ,10,016,00,000,澎湖縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,016,00,000,0000,0000,2,20911,41.08, ,10,016,00,000,澎湖縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,016,00,000,0000,0000,2,20911,41.08, ,10,016,00,000,澎湖縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,016,00,000,0000,0000,3,27410,53.85,*,10,016,00,000,澎湖縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,016,00,000,0000,0000,3,27410,53.85, ,10,016,00,000,澎湖縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
09,007,00,000,0000,0000,1,188,3.04, ,09,007,00,000,連江縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
09,007,00,000,0000,0000,1,188,3.04, ,09,007,00,000,連江縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
09,007,00,000,0000,0000,2,4776,77.16, ,09,007,00,000,連江縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
09,007,00,000,0000,0000,2,4776,77.16, ,09,007,00,000,連江縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
09,007,00,000,0000,0000,3,1226,19.81, ,09,007,00,000,連江縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
09,007,00,000,0000,0000,3,1226,19.81,*,09,007,00,000,連江縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
09,020,00,000,0000,0000,1,1636,3.41, ,09,020,00,000,金門縣,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
09,020,00,000,0000,0000,1,1636,3.41, ,09,020,00,000,金門縣,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
09,020,00,000,0000,0000,2,35948,74.83, ,09,020,00,000,金門縣,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
09,020,00,000,0000,0000,2,35948,74.83, ,09,020,00,000,金門縣,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
09,020,00,000,0000,0000,3,10456,21.77, ,09,020,00,000,金門縣,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
09,020,00,000,0000,0000,3,10456,21.77,*,09,020,00,000,金門縣,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,017,00,000,0000,0000,1,11878,5.25, ,10,017,00,000,基隆市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,017,00,000,0000,0000,1,11878,5.25, ,10,017,00,000,基隆市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,017,00,000,0000,0000,2,99360,43.92, ,10,017,00,000,基隆市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,017,00,000,0000,0000,2,99360,43.92, ,10,017,00,000,基隆市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,017,00,000,0000,0000,3,114966,50.82,*,10,017,00,000,基隆市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,017,00,000,0000,0000,3,114966,50.82, ,10,017,00,000,基隆市,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,018,00,000,0000,0000,1,14103,5.4, ,10,018,00,000,新竹市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,018,00,000,0000,0000,1,14103,5.4, ,10,018,00,000,新竹市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,018,00,000,0000,0000,2,102725,39.34, ,10,018,00,000,新竹市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,018,00,000,0000,0000,2,102725,39.34, ,10,018,00,000,新竹市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,018,00,000,0000,0000,3,144274,55.26, ,10,018,00,000,新竹市,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,018,00,000,0000,0000,3,144274,55.26,*,10,018,00,000,新竹市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
10,020,00,000,0000,0000,1,6204,3.84, ,10,020,00,000,嘉義市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
10,020,00,000,0000,0000,1,6204,3.84, ,10,020,00,000,嘉義市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
10,020,00,000,0000,0000,2,56269,34.79, ,10,020,00,000,嘉義市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
10,020,00,000,0000,0000,2,56269,34.79, ,10,020,00,000,嘉義市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
10,020,00,000,0000,0000,3,99265,61.37, ,10,020,00,000,嘉義市,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
10,020,00,000,0000,0000,3,99265,61.37,*,10,020,00,000,嘉義市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
