行政區別,村里別,璩美鳳,蘇煥智,蘇盈貴,陳其邁,陳永和,韓國瑜,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,宏竹里,246,0,24,1080,2388,56,3794,94,3888,0,3888,1838,5726,67.9
,瓦窯里,184,0,24,1602,1686,70,3566,86,3652,0,3652,2454,6106,59.81
,營盤里,242,0,14,1878,2440,96,4670,52,4722,0,4722,4026,8748,53.98
,羊稠里,204,0,8,1774,2260,118,4364,50,4414,0,4414,3674,8088,54.57
,順興里,198,0,6,1322,1976,130,3632,42,3674,0,3674,3134,6808,53.97
,福昌里,218,0,12,1932,2482,142,4786,70,4856,0,4856,4556,9412,51.59
,福興里,190,0,6,1326,1874,148,3544,38,3582,0,3582,2826,6408,55.9
,蘆興里,200,0,10,640,1284,34,2168,44,2212,0,2212,884,3096,71.45
,長壽里,294,0,12,2518,2966,164,5954,82,6036,0,6036,4180,10216,59.08
,吉祥里,172,0,4,1738,1908,82,3904,34,3938,0,3938,2712,6650,59.22
,中山里,172,0,4,1372,1682,68,3298,46,3344,0,3344,2558,5902,56.66
,福祿里,142,0,10,1206,1978,98,3434,44,3478,0,3478,2508,5986,58.1
,興榮里,146,0,8,1290,1538,66,3048,44,3092,0,3092,2156,5248,58.92
,中興里,306,0,12,1532,2650,90,4590,50,4640,0,4640,4202,8842,52.48
,上興里,246,0,20,1222,2076,42,3606,36,3642,0,3642,2496,6138,59.34
,營福里,178,0,4,1248,1778,98,3306,70,3376,0,3376,2640,6016,56.12
,正興里,262,0,10,1480,2424,128,4304,68,4372,0,4372,3696,8068,54.19
,濱海里,250,0,16,982,1882,58,3188,96,3284,0,3284,1494,4778,68.73
,總計,8394,0,428,48328,83876,3220,144246,2450,146696,0,146696,100706,247402,59.29
大園區,,5016,0,402,27730,55304,1590,90042,1746,91788,0,91788,50320,142108,64.59
,大園里,478,0,32,2496,4306,114,7426,168,7594,0,7594,4256,11850,64.08
,田心里,404,0,30,2304,4752,146,7636,170,7806,0,7806,4646,12452,62.69
,溪海里,254,0,24,1592,3560,66,5496,126,5622,0,5622,3276,8898,63.18
,和平里,102,0,20,592,1658,32,2404,44,2448,0,2448,684,3132,78.16
,橫峰里,520,0,34,3792,6700,214,11260,166,11426,0,11426,7790,19216,59.46
,五權里,420,0,18,1486,4074,116,6114,138,6252,0,6252,3092,9344,66.91
,埔心里,398,0,32,2092,4558,114,7194,124,7318,0,7318,4052,11370,64.36
,大海里,118,0,6,844,1120,24,2112,54,2166,0,2166,986,3152,68.72
,三石里,200,0,18,1154,2454,82,3908,54,3962,0,3962,1590,5552,71.36
,菓林里,464,0,30,2332,4596,198,7620,102,7722,0,7722,5500,13222,58.4
,竹圍里,220,0,18,1396,2544,92,4270,72,4342,0,4342,1820,6162,70.46
,海口里,146,0,6,880,1258,42,2332,60,2392,0,2392,1114,3506,68.23
,沙崙里,220,0,22,1174,2172,64,3652,102,3754,0,3754,1534,5288,70.99
,後厝里,216,0,16,1066,2100,76,3474,72,3546,0,3546,1180,4726,75.03
,圳頭里,174,0,24,846,2094,48,3186,66,3252,0,3252,1640,4892,66.48
,內海里,202,0,16,890,2000,30,3138,70,3208,0,3208,1012,4220,76.02
,北港里,190,0,36,920,2264,54,3464,46,3510,0,3510,1618,5128,68.45
,南港里,290,0,20,1874,3094,78,5356,112,5468,0,5468,4530,9998,54.69
,總計,5016,0,402,27730,55304,1590,90042,1746,91788,0,91788,50320,142108,64.59
龜山區,,8142,0,512,53582,79996,2744,144976,2720,147696,0,147696,105270,252966,58.39
,楓樹里,238,0,12,1396,2576,94,4316,70,4386,0,4386,2784,7170,61.17
,龜山里,438,0,16,2736,4074,144,7408,106,7514,0,7514,5434,12948,58.03
,兔坑里,244,0,6,1598,2976,90,4914,122,5036,0,5036,3298,8334,60.43
,大同里,402,0,12,2478,3714,142,6748,144,6892,0,6892,4140,11032,62.47
,山福里,256,0,12,1402,2222,64,3956,74,4030,0,4030,2252,6282,64.15
,山頂里,406,0,28,2176,3332,116,6058,76,6134,0,6134,4214,10348,59.28
,陸光里,230,0,12,3564,724,82,4612,90,4702,0,4702,2322,7024,66.94
,精忠里,240,0,14,3000,2232,112,5598,106,5704,0,5704,3996,9700,58.8
,公西里,20,0,14,594,812,20,1460,22,1482,0,1482,736,2218,66.82
,樂善里,196,0,26,1240,2378,38,3878,90,3968,0,3968,2830,6798,58.37
,南上里,136,0,6,660,1266,40,2108,40,2148,0,2148,1400,3548,60.54
,大坑里,152,0,14,600,1326,52,2144,44,2188,0,2188,1508,3696,59.2
,中興里,278,0,4,1798,2956,98,5134,94,5228,0,5228,3942,9170,57.01
,山德里,276,0,16,1674,2870,108,4944,86,5030,0,5030,4400,9430,53.34
,新路里,372,0,12,2446,3698,116,6644,94,6738,0,6738,3802,10540,63.93
,嶺頂里,238,0,16,1364,2632,72,4322,84,4406,0,4406,3216,7622,57.81
,龍壽里,116,0,24,500,1500,48,2188,46,2234,0,2234,1130,3364,66.41
,舊路里,168,0,6,816,1888,36,2914,84,2998,0,2998,1698,4696,63.84
,大崗里,266,0,6,1348,2298,76,3994,118,4112,0,4112,3674,7786,52.81
,文化里,472,0,16,2198,3436,94,6216,146,6362,0,6362,5032,11394,55.84
,南美里,126,0,24,866,1474,46,2536,48,2584,0,2584,1778,4362,59.24
,幸福里,452,0,38,1852,3062,122,5526,98,5624,0,5624,4264,9888,56.88
,福源里,154,0,16,850,1242,30,2292,26,2318,0,2318,1520,3838,60.4
,龍華里,164,0,32,1322,2586,44,4148,90,4238,0,4238,2146,6384,66.38
,迴龍里,318,0,22,2214,3752,140,6446,130,6576,0,6576,4612,11188,58.78
,新嶺里,216,0,14,1410,2468,76,4184,94,4278,0,4278,3246,7524,56.86
,大湖里,244,0,16,1992,2866,88,5206,78,5284,0,5284,4544,9828,53.76
,大華里,438,0,34,3236,4954,194,8856,146,9002,0,9002,7366,16368,55.0
,長庚里,226,0,6,1022,2226,100,3580,84,3664,0,3664,3096,6760,54.2
,新興里,128,0,12,1292,1058,50,2540,28,2568,0,2568,3184,5752,44.65
,文青里,288,0,18,2684,3434,138,6562,112,6674,0,6674,5608,12282,54.34
,楓福里,244,0,8,1254,1964,74,3544,50,3594,0,3594,2098,5692,63.14
,總計,8142,0,512,53582,79996,2744,144976,2720,147696,0,147696,105270,252966,58.39
八德區,,8348,0,546,72628,103334,3266,188122,3324,191446,0,191446,126504,317950,60.21
,興仁里,250,0,20,2344,3456,154,6224,84,6308,0,6308,7432,13740,45.91
,福興里,368,0,14,3088,4458,186,8114,116,8230,0,8230,7624,15854,51.91
,瑞豐里,170,0,18,1476,2110,36,3810,86,3896,0,3896,2968,6864,56.76
,瑞發里,184,0,12,1802,1850,68,3916,72,3988,0,3988,2240,6228,64.03
,瑞德里,106,0,12,2036,1712,52,3918,108,4026,0,4026,2828,6854,58.74
,瑞祥里,184,0,16,1974,1596,70,3840,80,3920,0,3920,2364,6284,62.38
,廣興里,178,0,18,1348,2432,46,4022,76,4098,0,4098,2248,6346,64.58
,廣隆里,202,0,8,2188,2934,90,5422,104,5526,0,5526,3002,8528,64.8
,竹園里,144,0,16,1378,2454,56,4048,94,4142,0,4142,2406,6548,63.26
,霄裡里,128,0,10,884,1742,30,2794,68,2862,0,2862,1222,4084,70.08
,茄苳里,140,0,6,984,1954,44,3128,48,3176,0,3176,1656,4832,65.73
,高明里,168,0,14,1364,2272,70,3888,60,3948,0,3948,3522,7470,52.85
,白鷺里,138,0,22,1254,2082,48,3544,64,3608,0,3608,2470,6078,59.36
,大湳里,154,0,16,1050,2820,64,4104,46,4150,0,4150,3368,7518,55.2
,大安里,196,0,18,1154,2870,80,4318,68,4386,0,4386,2124,6510,67.37
,大興里,152,0,8,1440,2472,68,4140,48,4188,0,4188,2614,6802,61.57
,大和里,326,0,24,3504,3618,128,7600,128,7728,0,7728,5536,13264,58.26
,大同里,84,0,2,692,1284,16,2078,44,2122,0,2122,798,2920,72.67
,大成里,182,0,16,1498,2312,94,4102,92,4194,0,4194,2176,6370,65.84
,大義里,184,0,4,1746,1946,50,3930,78,4008,0,4008,3112,7120,56.29
,大忠里,112,0,2,806,1070,30,2020,54,2074,0,2074,1346,3420,60.64
,大福里,332,0,12,2300,3430,94,6168,94,6262,0,6262,3532,9794,63.94
,大勇里,190,0,6,1646,2542,88,4472,66,4538,0,4538,3028,7566,59.98
,大信里,178,0,34,1748,2174,58,4192,100,4292,0,4292,2638,6930,61.93
,大華里,150,0,6,1214,1754,48,3172,54,3226,0,3226,1568,4794,67.29
,大仁里,138,0,6,1362,2918,68,4492,84,4576,0,4576,3474,8050,56.84
,大智里,206,0,8,2008,1976,102,4300,68,4368,0,4368,3388,7756,56.32
,瑞泰里,246,0,16,1778,3048,80,5168,72,5240,0,5240,2868,8108,64.63
,大昌里,140,0,8,1336,1786,46,3316,68,3384,0,3384,2140,5524,61.26
,大正里,250,0,12,1704,2572,100,4638,64,4702,0,4702,2950,7652,61.45
,大強里,248,0,14,1080,2468,62,3872,28,3900,0,3900,2048,5948,65.57
,大發里,132,0,6,654,1512,48,2352,32,2384,0,2384,1514,3898,61.16
,大明里,172,0,16,1250,2230,86,3754,62,3816,0,3816,2960,6776,56.32
,大竹里,130,0,6,544,1448,22,2150,28,2178,0,2178,722,2900,75.1
,大慶里,72,0,0,556,900,20,1548,22,1570,0,1570,1224,2794,56.19
,大千里,98,0,4,1112,1268,40,2522,60,2582,0,2582,1642,4224,61.13
,大榮里,124,0,6,762,1148,42,2082,38,2120,0,2120,1690,3810,55.64
,茄明里,272,0,18,1862,2756,68,4976,84,5060,0,5060,3672,8732,57.95
,高城里,170,0,10,1288,1942,64,3474,50,3524,0,3524,2442,5966,59.07
,瑞興里,98,0,10,1070,2060,66,3304,74,3378,0,3378,1832,5210,64.84
,大愛里,142,0,2,1260,1706,76,3186,86,3272,0,3272,1656,4928,66.4
,大宏里,188,0,10,1728,2208,92,4226,44,4270,0,4270,3044,7314,58.38
,大漢里,196,0,12,1794,1932,74,4008,60,4068,0,4068,3282,7350,55.35
,廣德里,152,0,10,1160,1974,70,3366,66,3432,0,3432,1818,5250,65.37
,龍友里,76,0,4,1836,868,46,2830,48,2878,0,2878,1246,4124,69.79
,陸光里,222,0,20,3202,1496,100,5040,138,5178,0,5178,3130,8308,62.33
,永豐里,152,0,12,1136,1866,64,3230,44,3274,0,3274,2174,5448,60.1
,大順里,124,0,2,1228,1908,62,3324,72,3396,0,3396,1766,5162,65.79
,總計,8348,0,546,72628,103334,3266,188122,3324,191446,0,191446,126504,317950,60.21
龍潭區,,4592,0,1136,54770,57220,1958,119676,2258,121934,0,121934,73758,195692,62.31
,黃唐里,180,0,32,2196,2710,94,5212,66,5278,0,5278,3436,8714,60.57
,中山里,236,0,44,2732,3262,84,6358,124,6482,0,6482,4408,10890,59.52
,烏林里,150,0,58,1918,2190,78,4394,126,4520,0,4520,3212,7732,58.46
,高平里,146,0,42,1274,1966,46,3474,56,3530,0,3530,2598,6128,57.6
,凌雲里,156,0,54,1770,2158,78,4216,94,4310,0,4310,2786,7096,60.74
,八德里,204,0,184,1894,2702,84,5068,104,5172,0,5172,2846,8018,64.5
,三水里,22,0,4,190,660,10,886,26,912,0,912,394,1306,69.83
,上林里,230,0,120,1986,2596,96,5028,92,5120,0,5120,3114,8234,62.18
,中正里,260,0,52,3134,2848,80,6374,128,6502,0,6502,3794,10296,63.15
,龍潭里,84,0,34,990,1360,42,2510,58,2568,0,2568,1140,3708,69.26
,高原里,210,0,46,1934,3020,86,5296,80,5376,0,5376,3040,8416,63.88
,九龍里,138,0,20,2038,1958,64,4218,78,4296,0,4296,2652,6948,61.83
,中興里,192,0,30,2318,2234,68,4842,70,4912,0,4912,3304,8216,59.79
,佳安里,182,0,16,2176,1592,108,4074,82,4156,0,4156,2560,6716,61.88
,三和里,126,0,10,1348,1342,54,2880,56,2936,0,2936,1652,4588,63.99
,三坑里,70,0,20,682,1218,18,2008,38,2046,0,2046,886,2932,69.78
,大平里,74,0,6,1028,1226,48,2382,48,2430,0,2430,1750,4180,58.13
,三林里,132,0,16,1954,1530,64,3696,74,3770,0,3770,1974,5744,65.63
,永興里,114,0,8,1352,1592,48,3114,56,3170,0,3170,2198,5368,59.05
,烏樹林里,80,0,42,1086,1518,32,2758,64,2822,0,2822,1714,4536,62.21
,百年里,174,0,18,2888,1656,106,4842,76,4918,0,4918,2930,7848,62.67
,龍祥里,170,0,44,1924,2072,56,4266,96,4362,0,4362,2430,6792,64.22
,聖德里,134,0,70,1284,2098,50,3636,54,3690,0,3690,2130,5820,63.4
,龍星里,188,0,32,2236,2262,96,4814,88,4902,0,4902,2852,7754,63.22
,上華里,186,0,42,2070,1630,56,3984,78,4062,0,4062,2084,6146,66.09
,武漢里,64,0,12,862,906,20,1864,28,1892,0,1892,986,2878,65.74
,東興里,162,0,16,2490,1724,82,4474,100,4574,0,4574,3132,7706,59.36
,北興里,100,0,12,1322,1158,44,2636,68,2704,0,2704,1768,4472,60.47
,建林里,180,0,20,2804,1568,80,4652,60,4712,0,4712,2538,7250,64.99
,富林里,170,0,20,2268,1636,60,4154,64,4218,0,4218,2338,6556,64.34
,祥和里,78,0,12,622,828,26,1566,26,1592,0,1592,1112,2704,58.88
,總計,4592,0,1136,54770,57220,1958,119676,2258,121934,0,121934,73758,195692,62.31
平鎮區,,7692,0,966,91394,111014,3388,214454,3632,218086,0,218086,135290,353376,61.72
,雙連里,206,0,16,2454,2998,82,5756,100,5856,0,5856,3338,9194,63.69
,高雙里,164,0,26,1926,3050,84,5250,68,5318,0,5318,2592,7910,67.23
,復旦里,234,0,18,2684,3058,158,6152,98,6250,0,6250,3746,9996,62.53
,廣興里,222,0,18,2670,3356,118,6384,78,6462,0,6462,4012,10474,61.7
,義民里,214,0,20,2464,2736,122,5556,76,5632,0,5632,4114,9746,57.79
,宋屋里,160,0,62,1754,2144,62,4182,64,4246,0,4246,3228,7474,56.81
,新勢里,150,0,20,1814,2508,64,4556,82,4638,0,4638,2302,6940,66.83
,新富里,260,0,22,2894,3088,114,6378,88,6466,0,6466,5992,12458,51.9
,北勢里,92,0,14,1266,1702,50,3124,56,3180,0,3180,1610,4790,66.39
,北興里,174,0,26,1890,2926,74,5090,98,5188,0,5188,2558,7746,66.98
,北貴里,170,0,24,1884,2552,70,4700,84,4784,0,4784,3030,7814,61.22
,平鎮里,176,0,18,1860,2998,70,5122,90,5212,0,5212,3362,8574,60.79
,南勢里,250,0,38,2570,3488,108,6454,116,6570,0,6570,4550,11120,59.08
,莊敬里,174,0,38,2764,2376,38,5390,96,5486,0,5486,3066,8552,64.15
,山峰里,98,0,22,1328,1510,30,2988,62,3050,0,3050,1456,4506,67.69
,湧光里,218,0,38,2514,2996,82,5848,82,5930,0,5930,4294,10224,58.0
,龍恩里,110,0,4,1802,1402,64,3382,96,3478,0,3478,1918,5396,64.46
,東社里,168,0,22,2156,1816,34,4196,76,4272,0,4272,2144,6416,66.58
,龍興里,108,0,18,1928,1196,44,3294,86,3380,0,3380,1512,4892,69.09
,貿易里,54,0,10,1364,868,18,2314,48,2362,0,2362,1356,3718,63.53
,忠貞里,38,0,6,858,432,16,1350,32,1382,0,1382,756,2138,64.64
,中正里,74,0,4,1090,556,48,1772,30,1802,0,1802,1292,3094,58.24
,建安里,170,0,30,1942,2898,60,5100,92,5192,0,5192,2918,8110,64.02
,東勢里,256,0,26,2314,3814,68,6478,108,6586,0,6586,3814,10400,63.33
,東安里,122,0,12,1602,1360,42,3138,84,3222,0,3222,2182,5404,59.62
,新安里,184,0,28,2250,2542,78,5082,52,5134,0,5134,3212,8346,61.51
,鎮興里,110,0,12,1232,1976,70,3400,78,3478,0,3478,2286,5764,60.34
,義興里,240,0,24,3042,3848,140,7294,94,7388,0,7388,5034,12422,59.48
,湧豐里,76,0,18,904,1070,28,2096,50,2146,0,2146,1318,3464,61.95
,湧安里,188,0,58,2022,2608,84,4960,72,5032,0,5032,3274,8306,60.58
,廣達里,150,0,14,1710,2694,66,4634,80,4714,0,4714,2554,7268,64.86
,福林里,166,0,18,1578,2290,52,4104,60,4164,0,4164,2022,6186,67.31
,金星里,210,0,24,2566,3512,94,6406,114,6520,0,6520,5068,11588,56.27
,廣仁里,204,0,26,1962,2658,72,4922,94,5016,0,5016,3234,8250,60.8
,新貴里,114,0,20,1458,2206,60,3858,68,3926,0,3926,2088,6014,65.28
,北富里,158,0,14,1946,2790,74,4982,76,5058,0,5058,2264,7322,69.08
,新榮里,188,0,10,2376,3152,120,5846,100,5946,0,5946,3764,9710,61.24
,華安里,146,0,12,2542,1920,40,4660,82,4742,0,4742,3274,8016,59.16
,金陵里,164,0,8,1450,1620,82,3324,66,3390,0,3390,1976,5366,63.18
,北安里,48,0,14,680,1082,30,1854,32,1886,0,1886,1132,3018,62.49
,北華里,186,0,6,1936,2244,92,4464,78,4542,0,4542,2590,7132,63.68
,復興里,240,0,20,2412,3312,116,6100,106,6206,0,6206,3200,9406,65.98
,平興里,266,0,14,2470,2926,112,5788,88,5876,0,5876,4298,10174,57.76
,新英里,166,0,10,2014,1858,86,4134,56,4190,0,4190,2726,6916,60.58
,平安里,158,0,32,1980,2968,88,5226,102,5328,0,5328,3830,9158,58.18
,平南里,268,0,32,3072,3910,84,7366,94,7460,0,7460,5004,12464,59.85
,總計,7692,0,966,91394,111014,3388,214454,3632,218086,0,218086,135290,353376,61.72
新屋區,,2868,0,282,18328,35162,740,57380,1128,58508,0,58508,21660,80168,72.98
,新屋里,206,0,16,1440,2158,52,3872,86,3958,0,3958,1554,5512,71.81
,新生里,220,0,18,1998,2992,66,5294,102,5396,0,5396,2198,7594,71.06
,後湖里,88,0,8,642,1302,24,2064,36,2100,0,2100,818,2918,71.97
,清華里,278,0,18,1850,3086,80,5312,76,5388,0,5388,2260,7648,70.45
,頭洲里,274,0,20,1696,3604,50,5644,86,5730,0,5730,2072,7802,73.44
,埔頂里,156,0,22,1094,2152,54,3478,62,3540,0,3540,1386,4926,71.86
,九斗里,156,0,16,898,1888,44,3002,42,3044,0,3044,1412,4456,68.31
,社子里,94,0,8,564,1316,16,1998,46,2044,0,2044,626,2670,76.55
,東明里,58,0,12,652,1210,22,1954,36,1990,0,1990,762,2752,72.31
,石磊里,138,0,8,814,1808,48,2816,36,2852,0,2852,986,3838,74.31
,下埔里,48,0,4,348,740,10,1150,38,1188,0,1188,246,1434,82.85
,下田里,126,0,6,606,1348,26,2112,50,2162,0,2162,1142,3304,65.44
,石牌里,88,0,14,450,834,16,1402,62,1464,0,1464,378,1842,79.48
,赤欄里,86,0,18,634,1160,20,1918,48,1966,0,1966,626,2592,75.85
,永興里,56,0,2,330,790,18,1196,34,1230,0,1230,692,1922,64.0
,永安里,234,0,20,966,1928,40,3188,56,3244,0,3244,1122,4366,74.3
,笨港里,140,0,8,566,866,26,1606,44,1650,0,1650,382,2032,81.2
,深圳里,98,0,4,316,672,26,1116,8,1124,0,1124,178,1302,86.33
,蚵間里,36,0,6,360,976,8,1386,32,1418,0,1418,322,1740,81.49
,槺榔里,56,0,10,404,892,12,1374,34,1408,0,1408,716,2124,66.29
,後庄里,84,0,14,648,916,30,1692,30,1722,0,1722,422,2144,80.32
,大坡里,70,0,12,530,1172,18,1802,44,1846,0,1846,668,2514,73.43
,望間里,78,0,18,522,1352,34,2004,40,2044,0,2044,692,2736,74.71
,總計,2868,0,282,18328,35162,740,57380,1128,58508,0,58508,21660,80168,72.98
觀音區,,3666,0,352,20252,42570,1112,67952,1514,69466,0,69466,36420,105886,65.6
,觀音里,136,0,14,1196,1872,40,3258,62,3320,0,3320,1946,5266,63.05
,白玉里,48,0,8,496,740,14,1306,46,1352,0,1352,576,1928,70.12
,廣興里,130,0,12,654,1126,32,1954,48,2002,0,2002,726,2728,73.39
,大潭里,162,0,18,756,1368,56,2360,52,2412,0,2412,822,3234,74.58
,武威里,52,0,10,406,898,20,1386,36,1422,0,1422,308,1730,82.2
,保生里,158,0,14,998,1672,40,2882,60,2942,0,2942,1036,3978,73.96
,三和里,82,0,2,430,830,28,1372,30,1402,0,1402,306,1708,82.08
,新興里,40,0,8,288,588,12,936,20,956,0,956,416,1372,69.68
,坑尾里,82,0,22,578,1116,22,1820,56,1876,0,1876,1220,3096,60.59
,金湖里,162,0,16,988,1990,24,3180,70,3250,0,3250,1752,5002,64.97
,藍埔里,182,0,28,904,2334,64,3512,74,3586,0,3586,1226,4812,74.52
,大同里,210,0,22,1082,2410,74,3798,90,3888,0,3888,2008,5896,65.94
,大堀里,82,0,2,488,1192,40,1804,24,1828,0,1828,1006,2834,64.5
,崙坪里,204,0,4,1520,3628,86,5442,102,5544,0,5544,3618,9162,60.51
,富源里,242,0,28,1598,2726,60,4654,126,4780,0,4780,2500,7280,65.66
,上大里,164,0,14,942,1694,44,2858,56,2914,0,2914,1582,4496,64.81
,新坡里,166,0,30,1054,2334,62,3646,64,3710,0,3710,1970,5680,65.32
,廣福里,244,0,22,786,2264,76,3392,82,3474,0,3474,1290,4764,72.92
,塔腳里,90,0,0,360,808,14,1272,36,1308,0,1308,684,1992,65.66
,保障里,174,0,14,552,1562,44,2346,70,2416,0,2416,1356,3772,64.05
,草漯里,120,0,10,584,1616,38,2368,48,2416,0,2416,1488,3904,61.89
,樹林里,218,0,16,1124,2270,50,3678,94,3772,0,3772,3500,7272,51.87
,富林里,138,0,14,630,1558,28,2368,58,2426,0,2426,1184,3610,67.2
,草新里,380,0,24,1838,3974,144,6360,110,6470,0,6470,3900,10370,62.39
,總計,3666,0,352,20252,42570,1112,67952,1514,69466,0,69466,36420,105886,65.6
復興區,,588,0,64,5932,7338,86,14008,422,14430,0,14430,4412,18842,76.58
,三民里,118,0,18,996,1706,30,2868,70,2938,0,2938,938,3876,75.8
,澤仁里,116,0,16,952,822,18,1924,50,1974,0,1974,716,2690,73.38
,義盛里,42,0,4,590,442,2,1080,54,1134,0,1134,246,1380,82.17
,霞雲里,82,0,6,354,420,2,864,26,890,0,890,190,1080,82.41
,長興里,52,0,2,388,536,10,988,36,1024,0,1024,270,1294,79.13
,三光里,24,0,2,412,520,8,966,14,980,0,980,326,1306,75.04
,奎輝里,30,0,6,620,480,2,1138,44,1182,0,1182,294,1476,80.08
,華陵里,38,0,4,512,1068,4,1626,46,1672,0,1672,680,2352,71.09
,羅浮里,56,0,4,646,758,6,1470,32,1502,0,1502,456,1958,76.71
,高義里,30,0,2,462,586,4,1084,50,1134,0,1134,296,1430,79.3
,總計,588,0,64,5932,7338,86,14008,422,14430,0,14430,4412,18842,76.58
